sentence,gold_terms,term_type,source_dataset,is_single_word,is_multiword
"Got the last slice of pizza, FTW!",FTW,slang,genz_brainrot_slang,1,0
"You messed up my plans, FU!",FU,slang,genz_brainrot_slang,1,0
That project is completely FUBAR now.,FUBAR,slang,genz_brainrot_slang,1,0
This project is completely FUBB.,FUBB,slang,genz_brainrot_slang,1,0
Let’s FUD and see who wins.,FUD,slang,genz_brainrot_slang,1,0
"I’m exhausted, time to FUTAB.",FUTAB,slang,genz_brainrot_slang,1,0
I’ll FW you the email.,FW,slang,genz_brainrot_slang,1,0
"They’re not dating, just FWB.",FWB,slang,genz_brainrot_slang,1,0
"FWIW, I think your idea is great.",FWIW,slang,genz_brainrot_slang,1,0
"If you want to stay in tonight, FWM.",FWM,slang,genz_brainrot_slang,1,0
"My phone’s battery died, FWP.",FWP,slang,genz_brainrot_slang,1,0
That new song is FYE!,FYE,slang,genz_brainrot_slang,1,0
This document is FYEO.,FYEO,slang,genz_brainrot_slang,1,0
"Here’s a funny meme, FYA!",FYA,slang,genz_brainrot_slang,1,0
"FYI, the meeting is tomorrow at 3 PM.",FYI,slang,genz_brainrot_slang,1,0
That joke made me G.,G,slang,genz_brainrot_slang,1,0
"She told a funny story, I had to G.",G,slang,genz_brainrot_slang,1,0
I added you on G+.,G+,slang,genz_brainrot_slang,1,0
My G/F is meeting me after work.,G/F,slang,genz_brainrot_slang,0,1
"It’s been so long, G2CU!",G2CU,slang,genz_brainrot_slang,1,0
"I’m late for my meeting, G2G.",G2G,slang,genz_brainrot_slang,1,0
"Can’t stay long, G2GICYAL8ER!",G2GICYAL8ER,slang,genz_brainrot_slang,1,0
"Sorry, G2R! I’ll text you later.",G2R,slang,genz_brainrot_slang,1,0
"G2TU, I passed the exam!",G2TU,slang,genz_brainrot_slang,1,0
"I’m G4C, want to join?",G4C,slang,genz_brainrot_slang,1,0
That idea is G9!,G9,slang,genz_brainrot_slang,1,0
"If you’re ready, GA with the presentation.",GA,slang,genz_brainrot_slang,1,0
"You’re completely wrong, GAC.",GAC,slang,genz_brainrot_slang,1,0
"Before you criticize, GAFC!",GAFC,slang,genz_brainrot_slang,1,0
"All you do is play video games, GAL!",GAL,slang,genz_brainrot_slang,1,0
"Hey, GAS? I need some help.",GAS,slang,genz_brainrot_slang,1,0
"GAS, how’s everyone doing today?",GAS,slang,genz_brainrot_slang,1,0
"I’ve got to head out, GB!",GB,slang,genz_brainrot_slang,1,0
"Break’s over, time to GBTW.",GBTW,slang,genz_brainrot_slang,1,0
"Thanks for your help, GBU.",GBU,slang,genz_brainrot_slang,1,0
That meal was really GD!,GD,slang,genz_brainrot_slang,1,0
"Just teasing, GDR!",GDR,slang,genz_brainrot_slang,1,0
"That was a bold statement, GD/R!",GD/R,slang,genz_brainrot_slang,0,1
"If you think it’s a good idea, GFI!",GFI,slang,genz_brainrot_slang,1,0
I’m going out with my GF tonight.,GF,slang,genz_brainrot_slang,1,0
"He’s GFN, but he’ll be back soon.",GFN,slang,genz_brainrot_slang,1,0
"It’s late, GG!",GG,slang,genz_brainrot_slang,1,0
"That was a tough match, GG everyone!",GG,slang,genz_brainrot_slang,1,0
"How’s it going, GG?",GG,slang,genz_brainrot_slang,1,0
"Thanks for playing, GGA!",GGA,slang,genz_brainrot_slang,1,0
"That was fun, GGE1!",GGE1,slang,genz_brainrot_slang,1,0
"GGU2, that was close!",GGU2,slang,genz_brainrot_slang,1,0
"That dessert looks amazing, GGMSOT!",GGMSOT,slang,genz_brainrot_slang,1,0
"This party is getting boring, GGOH.",GGOH,slang,genz_brainrot_slang,1,0
"BRB, GGP!",GGP,slang,genz_brainrot_slang,1,0
"That was a GH, I thought I had you beat.",GH,slang,genz_brainrot_slang,1,0
"You’ve been complaining all day, GIAR!",GIAR,slang,genz_brainrot_slang,1,0
I left a GIC for the baby shower.,GIC,slang,genz_brainrot_slang,1,0
"If the data is wrong, the results will be too—GIGO.",GIGO,slang,genz_brainrot_slang,1,0
"That character looks like a girl, but he’s actually a GIRL.",GIRL,slang,genz_brainrot_slang,1,0
"You completed the task, GJ!",GJ,slang,genz_brainrot_slang,1,0
GL on your test tomorrow!,GL,slang,genz_brainrot_slang,1,0
GL2U in the competition!,GL2U,slang,genz_brainrot_slang,1,0
"GLA in the tournament, everyone!",GLA,slang,genz_brainrot_slang,1,0
GL/HF before the match!,GL/HF,slang,genz_brainrot_slang,0,1
"GLE, let’s make this a great event!",GLE,slang,genz_brainrot_slang,1,0
"It’s a big day, GLE1!",GLE1,slang,genz_brainrot_slang,1,0
"Tough match, GLNG!",GLNG,slang,genz_brainrot_slang,1,0
That joke had me GMBA!,GMBA,slang,genz_brainrot_slang,1,0
"You ordered the same thing as me, GMTA!",GMTA,slang,genz_brainrot_slang,1,0
Your idea GMV for sure.,GMV,slang,genz_brainrot_slang,1,0
"I’m heading to bed, GN!",GN,slang,genz_brainrot_slang,1,0
"It’s been fun, GNA everyone!",GNA,slang,genz_brainrot_slang,1,0
"GNE1, sleep well!",GNE1,slang,genz_brainrot_slang,1,0
"I’m logging off, GNIGHT!",GNIGHT,slang,genz_brainrot_slang,1,0
"Time to sleep, GNITE!",GNITE,slang,genz_brainrot_slang,1,0
"GNSD, talk to you tomorrow!",GNSD,slang,genz_brainrot_slang,1,0
That player is the GOAT of basketball!,GOAT,slang,genz_brainrot_slang,1,0
"It happened a week ago, GOI already.",GOI,slang,genz_brainrot_slang,1,0
"That was hilarious, GOL!",GOL,slang,genz_brainrot_slang,1,0
"I’ve already done it, GOMB!",GOMB,slang,genz_brainrot_slang,1,0
"Here’s my beach selfie, GPOY!",GPOY,slang,genz_brainrot_slang,1,0
That movie was GR8!,GR8,slang,genz_brainrot_slang,1,0
"You got the promotion, GRATZ!",GRATZ,slang,genz_brainrot_slang,1,0
She’s a GRL I met online.,GRL,slang,genz_brainrot_slang,1,0
You need to GRWG after that mistake.,GRWG,slang,genz_brainrot_slang,1,0
"I know you’re mad, but GR&D!",GR&D,slang,genz_brainrot_slang,0,1
"Nice play, GS!",GS,slang,genz_brainrot_slang,1,0
That was a GS during the game!,GS,slang,genz_brainrot_slang,1,0
"We didn’t win, but GT!",GT,slang,genz_brainrot_slang,1,0
"That’s ridiculous, GTFO!",GTFO,slang,genz_brainrot_slang,1,0
You really believe that? GTFOH!,GTFOH,slang,genz_brainrot_slang,1,0
"I’m late for my meeting, GTG.",GTG,slang,genz_brainrot_slang,1,0
That comment had me GTM.,GTM,slang,genz_brainrot_slang,1,0
"Be right back, GTRM.",GTRM,slang,genz_brainrot_slang,1,0
"It’s been a while, GTSY!",GTSY,slang,genz_brainrot_slang,1,0
Everything’s GUCCI here.,GUCCI,slang,genz_brainrot_slang,1,0
That meal was GUD!,GUD,slang,genz_brainrot_slang,1,0
"Thanks for clearing that up, GWHTLC.",GWHTLC,slang,genz_brainrot_slang,1,0
Sending you a big H!,H,slang,genz_brainrot_slang,1,0
I H8 waking up early.,H8,slang,genz_brainrot_slang,1,0
You have to work late? H8TTU.,H8TTU,slang,genz_brainrot_slang,1,0
"Talk to you later, HAG1!",HAG1,slang,genz_brainrot_slang,1,0
Sending lots of HAK to you!,HAK,slang,genz_brainrot_slang,1,0
"I can’t figure this out, HALP!",HALP,slang,genz_brainrot_slang,1,0
"I’m doing fine, HAU?",HAU,slang,genz_brainrot_slang,1,0
"Miss you, H&K!",H&K,slang,genz_brainrot_slang,0,1
"I had a great time today, H2CUS!",H2CUS,slang,genz_brainrot_slang,1,0
"It’s getting late, HAGN!",HAGN,slang,genz_brainrot_slang,1,0
"Talk to you tomorrow, HAGO!",HAGO,slang,genz_brainrot_slang,1,0
"Thanks for your help, HAND!",HAND,slang,genz_brainrot_slang,1,0
Take care and HAWT!,HAWT,slang,genz_brainrot_slang,1,0
That outfit is so HAWT!,HAWT,slang,genz_brainrot_slang,1,0
"I’ll be waiting, HB!",HB,slang,genz_brainrot_slang,1,0
"Thanks for the hug, HB!",HB,slang,genz_brainrot_slang,1,0
HBD! Hope you have a great day!,HBD,slang,genz_brainrot_slang,1,0
"Wishing you all the best, H-BDAY!",H-BDAY,slang,genz_brainrot_slang,1,0
"I’m doing fine, HBU?",HBU,slang,genz_brainrot_slang,1,0
Going to the concert tonight? HF!,HF,slang,genz_brainrot_slang,1,0
"You got the job? HFAC, that’s amazing!",HFAC,slang,genz_brainrot_slang,1,0
"Sending love to all the dads, H-FDAY!",H-FDAY,slang,genz_brainrot_slang,1,0
"I forgot to reply to your message, HHIS.",HHIS,slang,genz_brainrot_slang,1,0
HIFW I found out we had a surprise test!,HIFW,slang,genz_brainrot_slang,1,0
I’ve been playing HL all day.,HL,slang,genz_brainrot_slang,1,0
HLA! How’s it going?,HLA,slang,genz_brainrot_slang,1,0
Wishing all the moms out there an H-MDAY!,H-MDAY,slang,genz_brainrot_slang,1,0
"I’ll be free later, HMU if you want to hang out.",HMU,slang,genz_brainrot_slang,1,0
This party is on a HNL!,HNL,slang,genz_brainrot_slang,1,0
"HOAS, I’ll check the schedule.",HOAS,slang,genz_brainrot_slang,1,0
"I need to heal, my HP is low.",HP,slang,genz_brainrot_slang,1,0
"Hey, HRU? Haven’t heard from you in a while.",HRU,slang,genz_brainrot_slang,1,0
"Here’s the link to the article, HTH!",HTH,slang,genz_brainrot_slang,1,0
"He has no clue what he’s doing, his HUB is so far up!",HUB,slang,genz_brainrot_slang,1,0
"Stop messing around, get your HUYA and focus!",HUYA,slang,genz_brainrot_slang,1,0
I’ll HV it done by tomorrow.,HV,slang,genz_brainrot_slang,1,0
"We’re running HVH tonight, want to join?",HVH,slang,genz_brainrot_slang,1,0
"I can’t come out tonight, I’ve got too much HW.",HW,slang,genz_brainrot_slang,1,0
Did you see that game? HYFR!,HYFR,slang,genz_brainrot_slang,1,0
I2 was thinking the same thing!,I2,slang,genz_brainrot_slang,1,0
"Thanks for the invite, but IA8.",IA8,slang,genz_brainrot_slang,1,0
"You need tax advice? IAAA, I can help.",IAAA,slang,genz_brainrot_slang,1,0
"IAAD, let me know if you need any medical advice.",IAAD,slang,genz_brainrot_slang,1,0
"Need legal advice? IAAL, happy to help.",IAAL,slang,genz_brainrot_slang,1,0
"I don’t have the answer right now, but IAC, we should follow up tomorrow.",IAC,slang,genz_brainrot_slang,1,0
"IAE, we should still be prepared.",IAE,slang,genz_brainrot_slang,1,0
"Trust me, IANAC!",IANAC,slang,genz_brainrot_slang,1,0
"I don’t know the law on this, IANAL.",IANAL,slang,genz_brainrot_slang,1,0
"This discussion is going nowhere, IAO.",IAO,slang,genz_brainrot_slang,1,0
Missed anything while I was gone? IB!,IB,slang,genz_brainrot_slang,1,0
"I had to step out, but IB now.",IB,slang,genz_brainrot_slang,1,0
"Oh, IC what you mean now.",IC,slang,genz_brainrot_slang,1,0
"That’s exactly how I feel, ICAM!",ICAM,slang,genz_brainrot_slang,1,0
"It’s not great, but ICBW.",ICBW,slang,genz_brainrot_slang,1,0
"The meeting was a disaster, ICEDI.",ICEDI,slang,genz_brainrot_slang,1,0
"You’re amazing, ICFILWU!",ICFILWU,slang,genz_brainrot_slang,1,0
"ICYMI, the new season starts next week.",ICYMI,slang,genz_brainrot_slang,1,0
You won the lottery? IDBI!,IDBI,slang,genz_brainrot_slang,1,0
"Say what you want, IDGAF.",IDGAF,slang,genz_brainrot_slang,1,0
"IDK where he went, maybe check upstairs.",IDK,slang,genz_brainrot_slang,1,0
Will it rain today? IDTS.,IDTS,slang,genz_brainrot_slang,1,0
IDUNNO what happened to my keys.,IDUNNO,slang,genz_brainrot_slang,1,0
"That traffic was awful, IFYP.",IFYP,slang,genz_brainrot_slang,1,0
Follow me on IG for updates!,IG,slang,genz_brainrot_slang,1,0
"Sorry, IG2R, I’m late for a meeting.",IG2R,slang,genz_brainrot_slang,1,0
"I’m feeling relaxed, IGHT.",IGHT,slang,genz_brainrot_slang,1,0
"What’s your plan? IGN, honestly.",IGN,slang,genz_brainrot_slang,1,0
"Hold on, IGP real quick.",IGP,slang,genz_brainrot_slang,1,0
IHNI where that came from.,IHNI,slang,genz_brainrot_slang,1,0
"IIRC, the meeting is at 2 PM.",IIRC,slang,genz_brainrot_slang,1,0
"He’s great with computers, but IIIO sometimes!",IIIO,slang,genz_brainrot_slang,1,0
"IK, that movie was amazing!",IK,slang,genz_brainrot_slang,1,0
"That new cafe is so good, IKR?",IKR,slang,genz_brainrot_slang,1,0
"ILBL8, traffic is terrible.",ILBL8,slang,genz_brainrot_slang,1,0
"ILU, see you soon!",ILU,slang,genz_brainrot_slang,1,0
"Thanks for everything, ILUM!",ILUM,slang,genz_brainrot_slang,1,0
"ILYSM, you’re the best!",ILYSM,slang,genz_brainrot_slang,1,0
Just IM me when you’re ready.,IM,slang,genz_brainrot_slang,1,0
"IMAO, that movie was overrated.",IMAO,slang,genz_brainrot_slang,1,0
"IMHO, the book was better than the movie.",IMHO,slang,genz_brainrot_slang,1,0
"I got your message, ImL!",ImL,slang,genz_brainrot_slang,1,0
"IMNSHO, we should have left earlier.",IMNSHO,slang,genz_brainrot_slang,1,0
"IMO, it’s best to start early.",IMO,slang,genz_brainrot_slang,1,0
"IMS, I didn’t mean to offend you.",IMS,slang,genz_brainrot_slang,1,0
"There’s nothing to do, IMSB.",IMSB,slang,genz_brainrot_slang,1,0
"I finished all my tasks early, IMTM!",IMTM,slang,genz_brainrot_slang,1,0
"Haven’t seen you in a while, IMU.",IMU,slang,genz_brainrot_slang,1,0
"INAL, but I think you should get legal advice.",INAL,slang,genz_brainrot_slang,1,0
"Heads up, INC message!",INC,slang,genz_brainrot_slang,1,0
Looking at art galleries for some inspoo.,Inspoo,slang,genz_brainrot_slang,1,0
Send me an INV to the game.,INV,slang,genz_brainrot_slang,1,0
"I took on too many projects, IOMH.",IOMH,slang,genz_brainrot_slang,1,0
"IOW, we need to work faster.",IOW,slang,genz_brainrot_slang,1,0
We should meet up IRL sometime.,IRL,slang,genz_brainrot_slang,1,0
"That’s exactly what I was saying, IRMC!",IRMC,slang,genz_brainrot_slang,1,0
"We had a fight, but ISLY.",ISLY,slang,genz_brainrot_slang,1,0
"ISO a new job, any leads?",ISO,slang,genz_brainrot_slang,1,0
Why is this so complicated? ITAM!,ITAM,slang,genz_brainrot_slang,1,0
ITT: People share their favorite books.,ITT,slang,genz_brainrot_slang,1,0
ITYK that the meeting was rescheduled.,ITYK,slang,genz_brainrot_slang,1,0
"I’m not sure, but IUSS.",IUSS,slang,genz_brainrot_slang,1,0
"No matter what happens, IWALU.",IWALU,slang,genz_brainrot_slang,1,0
"This job is too stressful, IWAWO.",IWAWO,slang,genz_brainrot_slang,1,0
"That decision was ridiculous, he’s an IWIAM.",IWIAM,slang,genz_brainrot_slang,1,0
"She texted me, IWSN!",IWSN,slang,genz_brainrot_slang,1,0
"That conversation got a little awkward, IYKWIM.",IYKWIM,slang,genz_brainrot_slang,1,0
"IYO, what’s the best way to learn coding?",IYO,slang,genz_brainrot_slang,1,0
"IYQ, you’re always so thoughtful.",IYQ,slang,genz_brainrot_slang,1,0
"I don’t think it’s going to work, but IYSS.",IYSS,slang,genz_brainrot_slang,1,0
What are j00 up to today?,j00,slang,genz_brainrot_slang,1,0
Is that j00r car outside?,j00r,slang,genz_brainrot_slang,1,0
"JAC, I’ll be right back.",JAC,slang,genz_brainrot_slang,1,0
"Hold on, JAM while I finish this.",JAM,slang,genz_brainrot_slang,1,0
"JAS, let me grab my phone.",JAS,slang,genz_brainrot_slang,1,0
"You’ve been hesitating too long, JDI!",JDI,slang,genz_brainrot_slang,1,0
You went to the concert? I’m so JELLY!,JELLY,slang,genz_brainrot_slang,1,0
"I took the quiz JFF, it’s not serious.",JFF,slang,genz_brainrot_slang,1,0
"I don’t know the answer, JFGI!",JFGI,slang,genz_brainrot_slang,1,0
"Take an umbrella, JIC it rains.",JIC,slang,genz_brainrot_slang,1,0
"Don’t take it seriously, I’m JJA.",JJA,slang,genz_brainrot_slang,1,0
"If you’re free tomorrow, JLMK.",JLMK,slang,genz_brainrot_slang,1,0
"JMO, but I think the first movie was better.",JMO,slang,genz_brainrot_slang,1,0
"I wasn’t being serious, JP!",JP,slang,genz_brainrot_slang,1,0
We hit the JP with that business deal!,JP,slang,genz_brainrot_slang,1,0
"JTLYK, the meeting’s been moved to 3 PM.",JTLYK,slang,genz_brainrot_slang,1,0
We’re starting a JV with another company.,JV,slang,genz_brainrot_slang,1,0
JW if you were still planning to come tonight?,JW,slang,genz_brainrot_slang,1,0
"I’ll see you later, K?",K,slang,genz_brainrot_slang,1,0
"KK, anyone home?",KK,slang,genz_brainrot_slang,1,0
"KK, I’ll meet you at the restaurant.",KK,slang,genz_brainrot_slang,1,0
K8T is coming to the party tonight.,K8T,slang,genz_brainrot_slang,1,0
"I need a new k/b, mine is broken.",k/b,slang,genz_brainrot_slang,0,1
My KB stopped working.,KB,slang,genz_brainrot_slang,1,0
Go out there and KB in your presentation!,KB,slang,genz_brainrot_slang,1,0
That joke had me KDFU!,KDFU,slang,genz_brainrot_slang,1,0
That new game is KEWL!,KEWL,slang,genz_brainrot_slang,1,0
"I’m busy now, but KEYA when I’m free.",KEYA,slang,genz_brainrot_slang,1,0
KEYME once you arrive at the hotel.,KEYME,slang,genz_brainrot_slang,1,0
Goodnight! KFY!,KFY,slang,genz_brainrot_slang,1,0
"He’s such a KIA, always correcting people.",KIA,slang,genz_brainrot_slang,1,0
"No matter what happens, just KIR.",KIR,slang,genz_brainrot_slang,1,0
Remember the KISS principle while writing the report.,KISS,slang,genz_brainrot_slang,1,0
"It was great seeing you, KIT!",KIT,slang,genz_brainrot_slang,1,0
"If they don’t like it, they can KMA.",KMA,slang,genz_brainrot_slang,1,0
Don’t like my opinion? KMK!,KMK,slang,genz_brainrot_slang,1,0
"I have so much homework, KMS.",KMS,slang,genz_brainrot_slang,1,0
"You don’t agree? Well, KMT.",KMT,slang,genz_brainrot_slang,1,0
I gave her a KOC when we said goodbye.,KOC,slang,genz_brainrot_slang,1,0
He’s a KOL in the tech industry.,KOL,slang,genz_brainrot_slang,1,0
"She’s a total Koreaboo, always watching K-dramas.",Koreaboo,slang,genz_brainrot_slang,1,0
"KOS right now, I’ll text you later.",KOS,slang,genz_brainrot_slang,1,0
That enemy guild is KOS in this area.,KOS,slang,genz_brainrot_slang,1,0
"I haven’t been sick all year, KOW!",KOW,slang,genz_brainrot_slang,1,0
We said goodbye with a KOTC.,KOTC,slang,genz_brainrot_slang,1,0
"Check out my new sneakers, KOTD!",KOTD,slang,genz_brainrot_slang,1,0
We had our first KOTL last night.,KOTL,slang,genz_brainrot_slang,1,0
"It’s been a tough day, KNIM?",KNIM,slang,genz_brainrot_slang,1,0
He’s got a lot of KNOW about computers.,KNOW,slang,genz_brainrot_slang,1,0
"We stayed out late, KPC!",KPC,slang,genz_brainrot_slang,1,0
That player just KS’d me in the game!,KS,slang,genz_brainrot_slang,1,0
"That joke was funny, KSC.",KSC,slang,genz_brainrot_slang,1,0
I’m hanging out with KT tonight.,KT,slang,genz_brainrot_slang,1,0
"Your presentation was awesome, KUTGW!",KUTGW,slang,genz_brainrot_slang,1,0
"That was such a bad move, KYS!",KYS,slang,genz_brainrot_slang,1,0
L2G for a coffee?,L2G,slang,genz_brainrot_slang,1,0
"That sounds great, I L2G!",L2G,slang,genz_brainrot_slang,1,0
"We’re heading out to dinner, L2K?",L2K,slang,genz_brainrot_slang,1,0
"You keep dying early, L2P!",L2P,slang,genz_brainrot_slang,1,0
His coding skills are so l33t.,l33t,slang,genz_brainrot_slang,1,0
Follow me for a L4L!,L4L,slang,genz_brainrot_slang,1,0
I’ll catch you L8R!,L8R,slang,genz_brainrot_slang,1,0
"Gotta run, L8RG8R!",L8RG8R,slang,genz_brainrot_slang,1,0
"This week has been so stressful, LAB.",LAB,slang,genz_brainrot_slang,1,0
"That was a good one, LBAY!",LBAY,slang,genz_brainrot_slang,1,0
"You need to stop doing that, LBS.",LBS,slang,genz_brainrot_slang,1,0
"I’m laughing, but LBVS, you need to fix that.",LBVS,slang,genz_brainrot_slang,1,0
"It’s been fun, LD!",LD,slang,genz_brainrot_slang,1,0
We’ve been in an LD relationship for a year.,LD,slang,genz_brainrot_slang,1,0
"We’re going to the concert, LDO!",LDO,slang,genz_brainrot_slang,1,0
LEMENO if you’re free this weekend.,LEMENO,slang,genz_brainrot_slang,1,0
"I’ll be LERK for a bit, need to grab lunch.",LERK,slang,genz_brainrot_slang,1,0
"The boss has LFD, we’ll continue tomorrow.",LFD,slang,genz_brainrot_slang,1,0
I’m LFG for tonight’s raid.,LFG,slang,genz_brainrot_slang,1,0
"Our base is under attack, LFG!",LFG,slang,genz_brainrot_slang,1,0
"We need more players for the dungeon, LFM.",LFM,slang,genz_brainrot_slang,1,0
"It’s Friday night, LGH.",LGH,slang,genz_brainrot_slang,1,0
"We’ve been flirting all night, LH6?",LH6,slang,genz_brainrot_slang,1,0
She texted me LHSX after the party.,LHSX,slang,genz_brainrot_slang,1,0
"This project is driving me crazy, LHM.",LHM,slang,genz_brainrot_slang,1,0
That story had me LHO!,LHO,slang,genz_brainrot_slang,1,0
I just updated my LI profile.,LI,slang,genz_brainrot_slang,1,0
You don’t like my opinion? LIC!,LIC,slang,genz_brainrot_slang,1,0
We need some LIK for the party.,LIK,slang,genz_brainrot_slang,1,0
"That joke was so cute, LIMT!",LIMT,slang,genz_brainrot_slang,1,0
The concert last night was LIT!,LIT,slang,genz_brainrot_slang,1,0
We were so LIT after that party.,LIT,slang,genz_brainrot_slang,1,0
"I’ve got to go now, LLGB.",LLGB,slang,genz_brainrot_slang,1,0
That meme had me LLS!,LLS,slang,genz_brainrot_slang,1,0
"Your story is hilarious, LMAO!",LMAO,slang,genz_brainrot_slang,1,0
"I couldn’t stop laughing, LMBO!",LMBO,slang,genz_brainrot_slang,1,0
That prank had me LMFAO!,LMFAO,slang,genz_brainrot_slang,1,0
"We’ve been chatting for weeks, LMIRL sometime?",LMIRL,slang,genz_brainrot_slang,1,0
LMK if you need help with your project.,LMK,slang,genz_brainrot_slang,1,0
That joke had me LMMFAO!,LMMFAO,slang,genz_brainrot_slang,1,0
"I don’t want to get involved, so LMNK.",LMNK,slang,genz_brainrot_slang,1,0
LMS if you’re ready for the weekend!,LMS,slang,genz_brainrot_slang,1,0
"That joke didn’t make sense, it was LNT.",LNT,slang,genz_brainrot_slang,1,0
Here’s an LOA for the project terms.,LOA,slang,genz_brainrot_slang,1,0
That cat video made me LOL!,LOL,slang,genz_brainrot_slang,1,0
"The movie was so funny, I couldn’t stop LOL.",LOL,slang,genz_brainrot_slang,1,0
"Miss you, LOL!",LOL,slang,genz_brainrot_slang,1,0
That meme has me LOLH!,LOLH,slang,genz_brainrot_slang,1,0
Sending you LOLO from across the miles.,LOLO,slang,genz_brainrot_slang,1,0
"That situation was so bizarre, I’m LOLWTF!",LOLWTF,slang,genz_brainrot_slang,1,0
"That was mildly funny, but I’m just LOTI.",LOTI,slang,genz_brainrot_slang,1,0
I just rewatched LOTR last weekend.,LOTR,slang,genz_brainrot_slang,1,0
"That was pretty funny, I’m LQTM over here.",LQTM,slang,genz_brainrot_slang,1,0
That stand-up comedian had me LSHMBH!,LSHMBH,slang,genz_brainrot_slang,1,0
This movie is rated for LSV.,LSV,slang,genz_brainrot_slang,1,0
"I just got a promotion, LTD!",LTD,slang,genz_brainrot_slang,1,0
"Can’t wait for the party, LTLWDLS!",LTLWDLS,slang,genz_brainrot_slang,1,0
"Wow, LTNS! How have you been?",LTNS,slang,genz_brainrot_slang,1,0
"My old laptop keeps crashing, it’s an LTOD!",LTOD,slang,genz_brainrot_slang,1,0
I read your message and started LTS.,LTS,slang,genz_brainrot_slang,1,0
"Thanks for always being there, LULT!",LULT,slang,genz_brainrot_slang,1,0
I joined the prank for the LULZ.,LULZ,slang,genz_brainrot_slang,1,0
"I LVM, call me back when you can.",LVM,slang,genz_brainrot_slang,1,0
"That was so dry, I’m LWOS over here.",LWOS,slang,genz_brainrot_slang,1,0
"Goodnight, LY!",LY,slang,genz_brainrot_slang,1,0
"You’re the best, LYLAS!",LYLAS,slang,genz_brainrot_slang,1,0
"You’re amazing, LYLC!",LYLC,slang,genz_brainrot_slang,1,0
"I miss you, LYSM!",LYSM,slang,genz_brainrot_slang,1,0
I just installed the latest update from M$.,M$,slang,genz_brainrot_slang,1,0
"He’s always calling his mom for advice, such an MB.",MB,slang,genz_brainrot_slang,1,0
"I can’t talk about that right now, MBS.",MBS,slang,genz_brainrot_slang,1,0
Wishing you all a MC and a Happy New Year!,MC,slang,genz_brainrot_slang,1,0
"MDIAC, so I know a lot about law enforcement.",MDIAC,slang,genz_brainrot_slang,1,0
"Whenever they talk about quantum physics, MEGO.",MEGO,slang,genz_brainrot_slang,1,0
"That movie was MEH, nothing special.",MEH,slang,genz_brainrot_slang,1,0
"The food was MEH, not great but not terrible.",MEH,slang,genz_brainrot_slang,1,0
"It’s been a long day, MEHH.",MEHH,slang,genz_brainrot_slang,1,0
"That performance was MEZ, I couldn’t look away.",MEZ,slang,genz_brainrot_slang,1,0
I’m MFI for the new season of the show!,MFI,slang,genz_brainrot_slang,1,0
MFW I found out the concert was canceled.,MFW,slang,genz_brainrot_slang,1,0
"Hope everything goes well, MGB.",MGB,slang,genz_brainrot_slang,1,0
I’ll check with MGMT before making a decision.,MGMT,slang,genz_brainrot_slang,1,0
"You did an amazing job, MHOTY!",MHOTY,slang,genz_brainrot_slang,1,0
"This meme is so relatable, it’s MIRL.",MIRL,slang,genz_brainrot_slang,1,0
"We’ve been talking online for months, let’s MIRL soon.",MIRL,slang,genz_brainrot_slang,1,0
"I’m with MISS.3, we’re going to the park.",MISS.3,slang,genz_brainrot_slang,0,1
"That’s your plan? MKAY, sounds good.",MKAY,slang,genz_brainrot_slang,1,0
"He was being so rude, so I gave him the MLM.",MLM,slang,genz_brainrot_slang,1,0
Hanging out with my MM this weekend.,MM,slang,genz_brainrot_slang,1,0
You’re coming over later? MMK?,MMK,slang,genz_brainrot_slang,1,0
"Sorry, MNC—I’ll be right back.",MNC,slang,genz_brainrot_slang,1,0
"I just received an MNSG, can you help translate?",MNSG,slang,genz_brainrot_slang,1,0
The MOD had to step in and calm things down.,MOD,slang,genz_brainrot_slang,1,0
I downloaded a new MOD for the game.,MOD,slang,genz_brainrot_slang,1,0
You didn’t mention—MORF?,MORF,slang,genz_brainrot_slang,1,0
"He’s such a MOMBOY, always calling his mom for advice.",MOMBOY,slang,genz_brainrot_slang,1,0
"In MOO, that’s not the best approach.",MOO,slang,genz_brainrot_slang,1,0
Are you bringing a MOOS to the party?,MOOS,slang,genz_brainrot_slang,1,0
"Can’t talk about that right now, MOS.",MOS,slang,genz_brainrot_slang,1,0
We’ve got a MOSS joining our team.,MOSS,slang,genz_brainrot_slang,1,0
"I’m out of MP, need to recharge.",MP,slang,genz_brainrot_slang,1,0
Spending the afternoon with MR.3 at the park.,MR.3,slang,genz_brainrot_slang,0,1
I made an MRT of that tweet with my own comment.,MRT,slang,genz_brainrot_slang,1,0
MRW I found out the concert was canceled.,MRW,slang,genz_brainrot_slang,1,0
I’ll send you an MSG later with the details.,MSG,slang,genz_brainrot_slang,1,0
"I’ll send the first draft now, MTF on updates.",MTF,slang,genz_brainrot_slang,1,0
Good luck on your test! MTFBWU!,MTFBWU,slang,genz_brainrot_slang,1,0
"It’s been so long since we hung out, MU!",MU,slang,genz_brainrot_slang,1,0
I tried making a joke but it was MUAH.,MUAH,slang,genz_brainrot_slang,1,0
"Haven’t seen you in ages, MUSM!",MUSM,slang,genz_brainrot_slang,1,0
"Goodnight, MWAH!",MWAH,slang,genz_brainrot_slang,1,0
"That’s personal, MYO!",MYO,slang,genz_brainrot_slang,1,0
